Serial No,Quantity,Unit Price (USD),Date Ordered,Hospital Name,State,Equipment,Supplier,Supplier Country
8354,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8355,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
8356,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
8357,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
8358,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8359,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
8360,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8361,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
8362,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
8363,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
8364,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
8365,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
8366,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
8367,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
8368,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
8369,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
8370,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
8371,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
8372,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
8373,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
8374,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8375,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
8376,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
8377,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
8378,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
8379,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
8380,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
8381,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
8382,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
8383,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
8384,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
8385,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
8386,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
8387,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
8388,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
8389,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
8390,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
8391,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8392,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
8393,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
8394,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
8395,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
8396,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
8397,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
8398,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
8399,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
8400,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
8401,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
8402,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
8403,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8404,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8405,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
8406,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
8407,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
8408,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8409,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
8410,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8411,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
8412,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
8413,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
8414,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
8415,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
8416,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
8417,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
8418,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
8419,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
8420,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
8421,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
8422,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
8423,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
8424,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8425,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
8426,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
8427,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
8428,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
8429,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
8430,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
8431,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
8432,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
8433,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
8434,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
8435,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
8436,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
8437,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
8438,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
8439,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
8440,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
8441,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8442,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
8443,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
8444,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
8445,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
8446,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
8447,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
8448,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
8449,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
8450,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
8451,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
8452,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
8453,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8454,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8455,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
8456,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
8457,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
8458,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8459,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
8460,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8461,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
8462,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
8463,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
8464,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
8465,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
8466,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
8467,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
8468,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
8469,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
8470,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
8471,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
8472,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
8473,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
8474,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8475,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
8476,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
8477,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
8478,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
8479,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
8480,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
8481,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
8482,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
8483,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
8484,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
8485,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
8486,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
8487,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
8488,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
8489,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
8490,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
8491,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8492,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
8493,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
8494,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
8495,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
8496,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
8497,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
8498,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
8499,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
8500,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
8501,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
8502,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
8503,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8504,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8505,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
8506,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
8507,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
8508,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8509,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
8510,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8511,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
8512,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
8513,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
8514,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
8515,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
8516,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
8517,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
8518,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
8519,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
8520,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
8521,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
8522,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
8523,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
8524,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8525,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
8526,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
8527,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
8528,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
8529,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
8530,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
8531,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
8532,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
8533,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
8534,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
8535,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
8536,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
8537,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
8538,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
8539,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
8540,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
8541,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8542,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
8543,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
8544,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
8545,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
8546,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
8547,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
8548,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
8549,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
8550,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
8551,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
8552,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
8553,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8554,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8555,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
8556,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
8557,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
8558,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8559,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
8560,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8561,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
8562,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
8563,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
8564,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
8565,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
8566,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
8567,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
8568,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
8569,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
8570,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
8571,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
8572,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
8573,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
8574,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8575,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
8576,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
8577,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
8578,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
8579,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
8580,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
8581,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
8582,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
8583,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
8584,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
8585,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
8586,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
8587,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
8588,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
8589,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
8590,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
8591,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8592,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
8593,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
8594,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
8595,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
8596,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
8597,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
8598,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
8599,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
8600,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
8601,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
8602,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
8603,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
8604,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8605,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
8606,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
8607,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
8608,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
8609,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
8610,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8611,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
8612,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
8613,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
8614,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
8615,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
8616,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
8617,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
8618,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
8619,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
8620,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
8621,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
8622,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
8623,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
8624,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
8625,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
8626,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
8627,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
8628,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
8629,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
8630,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
8631,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
